hero_id,matches_played,wins,ending_level,kills,deaths,assists,denies_per_match,kills_per_min,deaths_per_min,assists_per_min,denies_per_min,networth_per_min,last_hits_per_min,damage_mitigated_per_min,damage_taken_per_min,creeps_per_min,obj_damage_per_min,accuracy,crit_shot_rate,matches
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34937851
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34996280
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34116509
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33917418
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34459795
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34939039
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34938360
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34940146
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34124794
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34450338
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34939657
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34914613
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34184729
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34297532
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34430342
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34432266
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34936171
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34995235
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34947428
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34359263
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34003331
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33964762
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34998479
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34123621
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34944591
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34918226
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33526476
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34121194
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33497583
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33528555
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34946415
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34999902
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34937203
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34935699
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34967936
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34945481
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34624771
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34291821
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34917615
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33525651
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34120393
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34288413
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34453496
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33534874
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34295013
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,33966558
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34916540
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34295771
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34358016
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34915433
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34455184
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34289482
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34121605
1,54,33,31.444444444444443,484,347,517,5.314814814814815,0.259017753008997,0.18554442761232404,0.2750204568603927,0.1607809659127045,1102.1353758412129,4.836590167076738,951.7134897339655,891.8662897767832,3.1165845970751187,610.6341914288874,0.5505424052989389,0.14976955290053673,34996868
