match_id,team_0_win,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_mean_diff,p_total_time_played_std_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_mean_diff,ph_wins_std_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_mean_diff,ph_kills_std_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_mean_diff,ph_deaths_std_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_mean_diff,ph_assists_std_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_mean_diff,ph_damage_per_min_std_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_mean_diff,ph_time_played_std_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_mean_diff,ph_total_kd_std_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_mean_diff,ph_kd_ratio_std_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_mean_diff,ph_time_played_ratio_std_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_mean_diff,ph_damage_per_min_ratio_std_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_mean_diff,ph_assists_ratio_std_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_mean_diff,ph_win_rate_ratio_std_diff
38791717,Y,-7758.0,-12780.0,-8333.917,-3417.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38791906,Y,-4103.0,19738.0,6007.85,9239.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792147,N,-3443.0,-40064.0,-14222.0,-18222.002,-1.0,-4.0,-2.0,,-2.0,-37.0,-15.333,,23.0,-28.0,5.0,,-1.0,-65.0,-25.0,,134.386,-33.233,64.764,,1588.0,-11373.0,-3309.333,,-0.427,-1.816,-1.029,,2.154,1.176,1.741,,0.589,-2.725,-0.634,,0.049,-0.072,-0.008,,0.169,-3.343,-1.201,,-0.377,-1.221,-0.736,
38792274,N,-789.0,-8006.0,-1387.0,-3171.606,1.0,0.0,0.5,,50.0,40.0,45.0,,23.0,23.0,23.0,,89.0,79.0,84.0,,398.976,178.973,288.975,,10176.0,9961.0,10068.5,,0.952,0.237,0.595,,-0.041,-1.098,-0.57,,2.476,2.439,2.458,,0.406,0.163,0.285,,2.909,2.564,2.737,,-0.487,-1.758,-1.122,
38792444,Y,-6430.0,-11486.0,-9567.667,-5303.913,-11.0,-9.0,-10.0,,-97.0,-81.0,-90.75,,-128.0,-101.0,-119.5,,-252.0,-233.0,-241.25,,-68.928,126.043,67.628,,-31532.0,-26454.0,-29587.0,,-0.362,9.709,3.87,,-1.226,1.477,-0.02,,-7.731,-6.194,-7.197,,-0.253,0.106,-0.033,,-10.085,-9.176,-9.635,,-1.25,0.644,-0.255,
38792524,Y,-3163.0,-31080.0,-11943.0,-9759.693,2.0,-6.0,-1.0,,8.0,-149.0,-30.333,,3.0,-67.0,-19.0,,7.0,-101.0,-24.5,,414.719,181.185,271.943,,1808.0,-23731.0,-6029.0,,1.559,-0.167,0.603,,0.23,-1.467,-0.154,,0.508,-5.381,-1.388,,0.416,0.011,0.272,,0.297,-5.374,-1.249,,2.189,0.092,1.095,
38792642,N,2114.0,-2583.0,3712.25,-1841.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792810,N,4249.0,-10276.0,156.333,-7354.625,-2.0,-2.0,-2.0,,-33.0,-33.0,-33.0,,-15.0,-15.0,-15.0,,19.0,19.0,19.0,,-268.094,-268.094,-268.094,,103.0,103.0,103.0,,-0.223,-0.223,-0.223,,0.107,0.107,0.107,,-0.215,-0.215,-0.215,,-0.221,-0.221,-0.221,,0.078,0.078,0.078,,-0.265,-0.265,-0.265,
38792902,N,-1685.0,-145.0,-1905.95,11.034,1.0,-1.0,0.0,,13.0,-33.0,-4.333,,4.0,-34.0,-17.0,,-3.0,-51.0,-20.333,,35.209,-222.115,-127.487,,-1496.0,-11060.0,-5667.333,,2.222,-0.644,0.944,,0.159,-3.801,-1.387,,-0.575,-2.95,-1.547,,0.047,-0.179,-0.087,,-0.031,-2.648,-0.943,,1.759,0.973,1.387,
38793110,Y,-9850.0,-16656.0,-8252.75,-4122.911,3.0,-7.0,-2.0,,109.0,23.0,66.0,,27.0,-85.0,-29.0,,57.0,-180.0,-61.5,,453.318,229.774,341.546,,8582.0,-18692.0,-5055.0,,2.05,1.9,1.975,,-0.783,-1.735,-1.259,,1.767,-4.817,-1.525,,0.478,0.444,0.461,,3.033,-6.385,-1.676,,0.602,-0.149,0.226,
38793219,Y,1827.0,-15550.0,-8127.967,-5755.699,0.0,0.0,0.0,,-1.0,-1.0,-1.0,,-4.0,-4.0,-4.0,,-16.0,-16.0,-16.0,,428.612,428.612,428.612,,-906.0,-906.0,-906.0,,1.381,1.381,1.381,,-0.619,-0.619,-0.619,,-0.288,-0.288,-0.288,,0.347,0.347,0.347,,-0.669,-0.669,-0.669,,0.796,0.796,0.796,
38793653,Y,-6227.0,-7485.0,-7732.45,219.369,2.0,0.0,1.0,,7.0,-25.0,-9.0,,29.0,9.0,19.0,,61.0,44.0,52.5,,-245.343,-447.621,-346.482,,7673.0,2025.0,4849.0,,-0.818,-1.138,-0.978,,2.732,2.426,2.579,,1.824,0.541,1.182,,-0.216,-0.492,-0.354,,2.267,1.205,1.736,,-0.392,-0.579,-0.486,
38793686,N,-3781.0,22.0,-2122.0,1628.662,-1.0,0.0,-0.5,,-14.0,-1.0,-7.5,,-12.0,-1.0,-6.5,,-37.0,-20.0,-28.5,,29.158,169.72,99.439,,-3989.0,1084.0,-1452.5,,-0.444,-0.003,-0.224,,0.134,1.508,0.821,,-1.065,0.368,-0.348,,-0.052,0.083,0.015,,-1.436,-0.567,-1.002,,-0.631,-0.171,-0.401,
38793691,N,4974.0,9347.0,11038.067,4238.014,6.0,0.0,3.333,,64.0,-20.0,27.0,,86.0,20.0,56.333,,65.0,-36.0,17.333,,320.626,-82.375,83.479,,22789.0,5904.0,13938.0,,0.062,-0.397,-0.179,,0.597,0.012,0.38,,5.942,1.835,3.69,,0.286,-0.133,0.021,,3.961,0.961,2.416,,0.331,-0.028,0.185,
38793740,Y,179.0,-1286.0,-1875.5,-1169.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38794682,Y,-6421.0,-14197.0,-9679.333,-4539.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38794700,N,-5223.0,3932.0,-1010.6,3272.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38795501,Y,4802.0,4230.0,3079.667,-598.533,0.0,-2.0,-1.0,,-4.0,-16.0,-9.0,,4.0,-4.0,0.0,,-3.0,-26.0,-11.0,,-308.013,-618.893,-512.675,,810.0,-1970.0,-530.667,,-0.2,-9.0,-3.456,,3.539,1.546,2.636,,0.176,-0.512,-0.16,,-0.332,-0.816,-0.615,,-0.13,-1.009,-0.431,,0.0,-2.189,-1.037,
38796406,Y,4634.0,11014.0,6481.65,2649.915,1.0,1.0,1.0,,1.0,8.0,4.5,,-3.0,-2.0,-2.5,,8.0,12.0,10.0,,-274.996,197.082,-38.957,,-247.0,555.0,154.0,,0.571,1.771,1.171,,-3.165,-2.611,-2.888,,0.001,0.104,0.053,,0.029,0.327,0.178,,0.374,0.47,0.422,,1.96,2.099,2.029,
38796460,Y,7815.0,-4455.0,2666.2,,4.0,0.0,2.0,,8.0,-50.0,-16.667,,8.0,-38.0,-7.333,,59.0,-10.0,26.667,,137.652,-395.93,-133.214,,7077.0,-4508.0,2674.0,,0.267,-1.333,-0.502,,0.695,-1.136,-0.065,,1.638,-1.119,0.585,,0.501,0.021,0.21,,1.775,-0.726,0.603,,1.632,-0.33,0.628,
38797412,Y,-702.0,-17799.0,-5857.833,-7119.037,3.0,1.0,2.25,,20.0,4.0,13.5,,17.0,7.0,11.75,,19.0,1.0,10.75,,209.774,-583.295,-182.666,,3580.0,1207.0,2646.75,,0.732,-2.056,-0.917,,0.559,-0.833,0.09,,0.86,0.261,0.645,,0.37,-0.553,-0.225,,0.772,-0.187,0.434,,1.892,-0.168,0.887,
38797995,Y,1865.0,2059.0,1500.4,-1637.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38798184,Y,3058.0,-462.0,299.05,-923.475,0.0,6.0,3.0,,4.0,50.0,24.0,,-8.0,24.0,6.667,,-2.0,120.0,56.333,,79.463,394.51,204.36,,182.0,11087.0,5210.333,,0.654,1.082,0.849,,-5.674,-5.299,-5.457,,0.115,2.616,1.21,,0.062,0.659,0.406,,-0.083,3.868,1.704,,0.0,1.53,0.97,
38799025,Y,18811.0,9971.0,14716.95,-3775.446,0.0,5.0,3.25,,8.0,83.0,36.25,,3.0,26.0,15.5,,7.0,120.0,64.75,,-149.497,171.3,-49.142,,921.0,14762.0,9850.75,,0.011,2.033,0.718,,-0.935,0.197,-0.407,,0.19,3.618,2.43,,0.039,0.351,0.133,,-0.135,4.482,2.543,,-0.946,-0.427,-0.732,
38799558,Y,-6258.0,-2001.0,-3354.667,1219.811,-2.0,0.0,-1.0,,-18.0,2.0,-8.6,,-23.0,-8.0,-16.4,,-48.0,-13.0,-33.2,,-688.447,189.174,-212.927,,-6386.0,-2386.0,-4728.6,,-0.356,0.358,0.137,,-0.864,3.082,0.264,,-1.54,-0.278,-1.055,,-0.852,0.04,-0.37,,-1.887,-0.071,-1.117,,-1.109,0.822,-0.342,
38800562,Y,133.0,-18347.0,-2393.5,-4269.935,6.0,-4.0,3.0,,48.0,-80.0,13.333,,34.0,-132.0,-2.333,,120.0,-77.0,72.0,,499.352,-477.164,27.472,,12072.0,-18745.0,4279.833,,0.831,-1.083,0.118,,0.364,-1.375,-0.296,,2.922,-4.146,1.003,,0.534,-0.213,0.156,,3.861,-4.348,1.832,,1.379,-0.682,0.211,
38800815,Y,4072.0,28773.0,9529.667,7791.927,1.0,5.0,2.4,,5.0,64.0,25.0,,7.0,87.0,29.2,,15.0,126.0,57.6,,-460.894,18.5,-173.032,,1164.0,23852.0,8109.8,,-1.0,0.4,-0.518,,-0.149,1.679,0.624,,0.24,7.0,2.282,,-0.469,0.003,-0.168,,0.686,5.571,2.663,,0.699,1.25,0.893,
38801334,N,-213.0,-3362.0,-2414.417,-1810.543,-1.0,-1.0,-1.0,,-5.0,-5.0,-5.0,,-2.0,-2.0,-2.0,,-1.0,-1.0,-1.0,,-211.379,-211.379,-211.379,,-941.0,-941.0,-941.0,,-0.077,-0.077,-0.077,,0.116,0.116,0.116,,-0.386,-0.386,-0.386,,-0.208,-0.208,-0.208,,-0.375,-0.375,-0.375,,-0.614,-0.614,-0.614,
38802065,N,-4736.0,-30373.0,-9590.25,-12047.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38802144,N,-251.0,13599.0,6791.167,7610.198,1.0,8.0,4.667,,-3.0,77.0,42.667,,-4.0,71.0,37.333,,-15.0,82.0,46.0,,-79.047,277.601,77.581,,-2052.0,16857.0,8578.667,,-0.319,0.556,0.011,,-0.377,0.067,-0.082,,-0.436,4.178,2.206,,-0.029,0.24,0.07,,-0.275,4.184,2.52,,1.145,1.843,1.384,
38802626,N,-6346.0,2270.0,364.25,4590.41,0.0,-4.0,-1.667,,-2.0,-38.0,-15.833,,1.0,-15.0,-4.833,,0.0,-59.0,-28.0,,-379.51,-637.865,-530.089,,-452.0,-7346.0,-2914.833,,-0.25,-4.25,-1.766,,-0.395,-6.566,-1.775,,-0.105,-1.727,-0.691,,-0.243,-0.803,-0.603,,-0.011,-2.159,-1.084,,0.0,-2.218,-1.159,
38802859,N,-3553.0,6918.0,3202.417,7092.993,5.0,1.0,3.0,,9.0,-24.0,-7.667,,-21.0,-40.0,-29.0,,28.0,5.0,18.667,,29.045,-448.943,-189.775,,4457.0,-916.0,1645.333,,2.221,1.614,1.889,,-0.266,-1.576,-0.864,,0.994,-0.504,0.241,,0.211,-0.552,-0.109,,0.804,-1.321,0.079,,1.294,0.278,0.667,
38803267,N,1.0,-173.0,597.533,2410.933,-2.0,-2.0,-2.0,,15.0,-6.0,4.5,,-7.0,-25.0,-16.0,,-45.0,-48.0,-46.5,,580.78,537.566,559.173,,-4034.0,-7236.0,-5635.0,,1.595,1.54,1.568,,-0.285,-0.696,-0.491,,-0.842,-2.177,-1.51,,0.459,0.127,0.293,,-1.173,-1.839,-1.506,,-0.11,-0.593,-0.351,
38803541,N,4557.0,-1138.0,287.733,-2017.719,0.0,2.0,0.5,,-4.0,40.0,17.833,,6.0,38.0,20.667,,4.0,70.0,37.167,,-851.665,52.95,-479.352,,855.0,10850.0,5665.0,,-4.917,-2.5,-4.094,,0.206,2.141,0.998,,0.212,2.65,1.385,,-0.801,-0.038,-0.497,,0.061,2.422,1.252,,-1.651,-0.635,-1.139,
38803710,Y,-2047.0,19391.0,6833.55,9761.858,3.0,3.0,3.0,,48.0,48.0,48.0,,63.0,63.0,63.0,,58.0,58.0,58.0,,194.046,194.046,194.046,,22423.0,22423.0,22423.0,,-1.036,-1.036,-1.036,,0.604,0.604,0.604,,5.599,5.599,5.599,,0.058,0.058,0.058,,2.358,2.358,2.358,,-0.413,-0.413,-0.413,
38804067,N,-5475.0,3210.0,-3051.0,3387.212,0.0,-3.0,-1.5,,-9.0,-22.0,-15.5,,-6.0,-15.0,-10.5,,-13.0,-60.0,-36.5,,-35.39,-442.599,-238.994,,-568.0,-5814.0,-3191.0,,-0.75,-1.048,-0.899,,-0.997,-1.884,-1.44,,-0.084,-1.32,-0.702,,-0.419,-0.525,-0.472,,-0.556,-1.838,-1.197,,0.0,-1.53,-0.765,
38804932,Y,-785.0,-4256.0,-2265.833,-1025.742,-1.0,-5.0,-2.4,,1.0,-64.0,-19.0,,10.0,-5.0,0.4,,8.0,-39.0,-18.6,,-2.009,-465.754,-185.955,,2250.0,-5250.0,-1855.2,,0.248,-3.602,-1.614,,1.705,-0.651,1.035,,0.592,-1.247,-0.449,,0.111,-0.54,-0.159,,0.314,-2.101,-1.014,,-0.653,-2.202,-1.61,
38804976,Y,1129.0,3433.0,5787.35,1373.886,0.0,8.0,3.0,,-14.0,76.0,20.8,,-12.0,66.0,15.0,,-19.0,87.0,25.8,,-172.576,193.437,8.66,,-2710.0,16808.0,3978.4,,-1.0,3.0,0.873,,-1.661,-0.432,-0.987,,-0.821,4.004,0.876,,-0.242,0.288,0.004,,-0.89,4.081,1.169,,0.0,1.962,1.233,
38805081,Y,9591.0,1429.0,5923.3,-2460.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38805236,Y,781.0,4003.0,-375.4,3612.044,6.0,3.0,4.667,,55.0,34.0,42.333,,44.0,22.0,34.0,,85.0,46.0,64.0,,-88.29,-248.692,-181.732,,12966.0,6582.0,9733.667,,0.375,-0.057,0.188,,0.23,-0.971,-0.48,,3.131,1.538,2.34,,-0.215,-0.262,-0.235,,3.545,1.965,2.745,,1.013,-0.031,0.452,
38806176,N,-6409.0,-4466.0,-6704.833,-1759.721,-1.0,-1.0,-1.0,,3.0,3.0,3.0,,-25.0,-25.0,-25.0,,-22.0,-22.0,-22.0,,546.094,546.094,546.094,,-5485.0,-5485.0,-5485.0,,1.222,1.222,1.222,,-0.977,-0.977,-0.977,,-1.361,-1.361,-1.361,,0.535,0.535,0.535,,-1.135,-1.135,-1.135,,0.759,0.759,0.759,
38806821,Y,-2328.0,-4343.0,-1217.1,748.78,5.0,3.0,3.75,,58.0,39.0,48.75,,44.0,25.0,35.25,,96.0,51.0,70.75,,189.017,-99.129,53.381,,13383.0,6878.0,10018.25,,0.604,-0.759,0.167,,0.396,-1.515,-0.592,,3.44,1.458,2.552,,0.21,-0.09,0.058,,4.971,2.583,3.75,,1.145,-0.323,0.418,
38807798,N,4279.0,4902.0,3875.833,-491.043,-4.0,-2.0,-3.0,,-42.0,-12.0,-26.0,,-25.0,7.0,-9.667,,-54.0,-23.0,-34.667,,-62.845,52.47,-9.928,,-7541.0,-467.0,-3879.0,,-0.581,-0.231,-0.367,,0.084,0.356,0.199,,-1.915,-0.354,-0.987,,0.096,0.228,0.181,,-2.38,-1.203,-1.676,,-1.144,-0.223,-0.71,
38808161,N,-1554.0,6642.0,1288.5,3600.149,5.0,2.0,3.333,,56.0,42.0,49.0,,38.0,29.0,34.667,,85.0,49.0,66.0,,-65.71,-113.526,-81.741,,17678.0,12243.0,15242.333,,-0.169,-1.621,-0.659,,0.664,0.584,0.624,,4.669,3.423,4.099,,-0.065,-0.314,-0.187,,4.995,3.298,4.18,,0.878,-1.084,-0.237,
38808192,Y,-2972.0,-6444.0,-4392.767,-2137.434,4.0,2.0,3.0,,17.0,12.0,14.333,,15.0,8.0,12.333,,52.0,24.0,42.333,,-119.923,-900.328,-402.5,,5904.0,3313.0,4827.333,,0.432,-0.346,-0.072,,0.181,-1.2,-0.342,,1.372,0.78,1.155,,0.048,-0.516,-0.14,,1.655,0.819,1.341,,1.325,0.351,0.694,
38808305,N,-3615.0,-15133.0,-10693.467,-6512.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38808469,N,8150.0,-3814.0,4448.767,-3620.038,0.0,3.0,1.0,,-3.0,32.0,13.4,,-8.0,8.0,-1.2,,-6.0,40.0,17.0,,-166.267,900.463,445.481,,-903.0,5542.0,2004.0,,-0.273,3.727,1.565,,-6.951,-5.767,-6.274,,-0.351,1.184,0.396,,-0.126,1.049,0.606,,-0.379,1.318,0.558,,0.0,1.931,0.857,
38809150,Y,-1856.0,-27666.0,-13212.3,-12992.23,0.0,-8.0,-3.0,,6.0,-162.0,-55.333,,2.0,-70.0,-22.667,,1.0,-115.0,-40.333,,379.245,-149.639,65.392,,245.0,-25533.0,-8469.667,,1.067,-2.0,-0.596,,0.588,-2.613,-0.572,,-0.034,-5.901,-2.021,,0.64,-0.07,0.202,,-0.012,-5.967,-2.104,,0.0,-2.094,-1.089,
38809292,Y,919.0,5098.0,388.267,-768.899,0.0,5.0,2.25,,-6.0,72.0,29.0,,-5.0,29.0,5.75,,-30.0,8.0,-7.25,,-50.966,332.656,101.654,,-3450.0,9679.0,3094.5,,-0.269,1.778,0.955,,-1.953,4.985,-0.147,,-1.122,2.29,0.472,,-0.003,0.463,0.221,,-1.724,0.461,-0.553,,0.098,1.323,0.704,
38809298,Y,1866.0,-3754.0,-3262.4,-2650.401,1.0,-5.0,-2.0,,8.0,-55.0,-19.667,,7.0,-31.0,-15.0,,12.0,-89.0,-41.333,,229.874,-75.304,89.492,,1395.0,-12625.0,-5959.667,,0.374,-0.771,-0.135,,0.843,-5.876,-1.487,,0.33,-3.487,-1.598,,0.343,0.07,0.169,,0.462,-4.204,-1.87,,0.946,-0.252,0.187,
38809697,N,118.0,6330.0,987.4,2451.463,0.0,-1.0,-0.5,,2.0,-12.0,-5.0,,-5.0,-10.0,-7.5,,-11.0,-28.0,-19.5,,75.267,-258.661,-91.697,,-1374.0,-2408.0,-1891.0,,2.028,1.464,1.746,,-0.45,-0.505,-0.477,,-0.362,-0.608,-0.485,,-0.13,-0.39,-0.26,,-0.416,-0.853,-0.635,,0.869,0.11,0.489,
38809750,N,-1334.0,-2279.0,-1229.367,1091.387,1.0,-1.0,0.0,,-8.0,-12.0,-10.0,,-5.0,-10.0,-7.5,,8.0,-7.0,0.5,,-336.941,-451.249,-394.095,,-507.0,-1673.0,-1090.0,,0.571,0.222,0.397,,-0.064,-0.333,-0.199,,-0.098,-0.476,-0.287,,-0.209,-0.268,-0.238,,0.098,-0.414,-0.158,,2.099,0.151,1.125,
38809878,N,5549.0,-825.0,3218.917,-2903.22,-1.0,-4.0,-2.5,,-4.0,-38.0,-21.0,,-19.0,-24.0,-21.5,,1.0,-35.0,-17.0,,346.765,219.466,283.115,,-3628.0,-8664.0,-6146.0,,4.333,3.154,3.744,,-0.593,-1.855,-1.224,,-0.928,-2.31,-1.619,,0.39,0.265,0.328,,-0.172,-2.003,-1.088,,0.815,0.627,0.721,
38810744,Y,-8202.0,-6249.0,-4513.7,1197.748,2.0,1.0,1.75,,18.0,-15.0,6.25,,4.0,-32.0,-11.25,,26.0,-53.0,0.25,,654.614,-81.172,314.729,,1714.0,-9665.0,-1631.75,,2.125,1.525,1.829,,-1.429,-7.052,-3.652,,0.401,-2.388,-0.426,,0.928,0.184,0.56,,0.998,-1.883,0.035,,2.16,1.879,2.09,
38810871,Y,1065.0,9973.0,3343.667,2935.249,-1.0,1.0,0.0,,-1.0,12.0,6.0,,-4.0,5.0,0.333,,-8.0,18.0,0.667,,-237.952,609.12,221.793,,-1334.0,756.0,-360.667,,-1.0,1.75,0.509,,-1.882,-1.087,-1.358,,-0.374,0.101,-0.137,,-0.135,0.618,0.275,,-0.444,0.674,-0.067,,-1.874,0.113,-0.562,
38811614,N,-4021.0,-11966.0,-6677.3,-3416.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38811890,Y,-2246.0,-8811.0,-4285.05,-2089.786,0.0,3.0,1.5,,-9.0,26.0,8.5,,0.0,19.0,9.5,,-4.0,42.0,19.0,,-65.572,106.67,20.549,,-57.0,5297.0,2620.0,,-1.286,-0.253,-0.769,,0.505,3.199,1.852,,0.001,1.2,0.6,,-0.444,0.033,-0.206,,-0.119,2.28,1.08,,0.0,1.321,0.661,
38812030,N,-8646.0,-21577.0,-10191.75,-6461.751,1.0,1.0,1.0,,18.0,1.0,9.5,,7.0,4.0,5.5,,14.0,5.0,9.5,,595.961,-35.344,280.309,,3586.0,2121.0,2853.5,,0.8,-0.875,-0.038,,0.1,-0.692,-0.296,,0.803,0.436,0.619,,0.566,-0.107,0.229,,0.682,0.314,0.498,,0.318,-0.539,-0.111,
38812090,Y,4772.0,16715.0,10996.917,4862.987,-1.0,2.0,0.5,,2.0,14.0,8.0,,-5.0,32.0,13.5,,-7.0,41.0,17.0,,-776.953,169.553,-303.7,,-345.0,7305.0,3480.0,,-0.579,3.857,1.639,,-1.23,0.39,-0.42,,-0.093,1.799,0.853,,-0.739,0.329,-0.205,,-0.231,1.719,0.744,,-1.962,-0.882,-1.422,
38812414,N,-6502.0,2479.0,-6291.833,2218.5,1.0,1.0,1.0,,4.0,4.0,4.0,,-6.0,-6.0,-6.0,,5.0,5.0,5.0,,366.867,366.867,366.867,,315.0,315.0,315.0,,1.9,1.9,1.9,,-3.011,-3.011,-3.011,,0.095,0.095,0.095,,0.448,0.448,0.448,,0.305,0.305,0.305,,1.843,1.843,1.843,
38812571,Y,691.0,10365.0,5760.233,4101.259,-2.0,1.0,-0.5,,-17.0,32.0,7.5,,-9.0,3.0,-3.0,,-28.0,9.0,-9.5,,103.805,248.427,176.116,,-5156.0,1621.0,-1767.5,,-0.705,1.304,0.299,,-0.653,2.46,0.903,,-1.227,0.305,-0.461,,0.056,0.304,0.18,,-1.085,0.816,-0.134,,-1.109,0.213,-0.448,
38812847,N,-1489.0,-21768.0,-4509.667,-8081.249,-1.0,-3.0,-1.667,,-4.0,-35.0,-15.0,,2.0,-19.0,-5.667,,-8.0,-46.0,-22.333,,240.427,-172.242,67.918,,-893.0,-5354.0,-2517.667,,-0.857,-1.033,-0.954,,2.709,2.622,2.675,,-0.322,-1.199,-0.639,,-0.006,-0.477,-0.164,,-0.445,-2.399,-1.131,,-0.922,-1.321,-1.097,
38813376,Y,2049.0,2747.0,3821.2,-1942.421,-1.0,4.0,1.5,,-1.0,57.0,28.0,,1.0,43.0,22.0,,-15.0,67.0,26.0,,103.62,339.719,221.67,,-1669.0,11342.0,4836.5,,-0.159,0.332,0.086,,-0.295,0.363,0.034,,-0.445,2.967,1.261,,0.016,0.21,0.113,,-0.618,3.796,1.589,,-0.946,0.199,-0.374,
38813520,Y,-510.0,3841.0,1108.75,1450.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38813779,N,-1489.0,-5072.0,-1250.133,-2611.603,1.0,-3.0,0.0,,15.0,-94.0,-14.5,,14.0,-69.0,-9.0,,21.0,-76.0,-7.5,,129.264,-197.557,-2.692,,1618.0,-17705.0,-3244.0,,1.357,-0.143,0.308,,1.093,0.055,0.346,,0.358,-4.054,-0.778,,0.221,-0.073,0.076,,0.727,-3.306,-0.429,,1.332,0.029,0.436,
38814216,N,-5767.0,5252.0,2081.25,2676.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
