match_id,team_0_win,p_total_time_played_min_diff,p_total_time_played_max_diff,p_total_time_played_mean_diff,p_total_time_played_std_diff,ph_wins_min_diff,ph_wins_max_diff,ph_wins_mean_diff,ph_wins_std_diff,ph_kills_min_diff,ph_kills_max_diff,ph_kills_mean_diff,ph_kills_std_diff,ph_deaths_min_diff,ph_deaths_max_diff,ph_deaths_mean_diff,ph_deaths_std_diff,ph_assists_min_diff,ph_assists_max_diff,ph_assists_mean_diff,ph_assists_std_diff,ph_damage_per_min_min_diff,ph_damage_per_min_max_diff,ph_damage_per_min_mean_diff,ph_damage_per_min_std_diff,ph_time_played_min_diff,ph_time_played_max_diff,ph_time_played_mean_diff,ph_time_played_std_diff,ph_total_kd_min_diff,ph_total_kd_max_diff,ph_total_kd_mean_diff,ph_total_kd_std_diff,ph_kd_ratio_min_diff,ph_kd_ratio_max_diff,ph_kd_ratio_mean_diff,ph_kd_ratio_std_diff,ph_time_played_ratio_min_diff,ph_time_played_ratio_max_diff,ph_time_played_ratio_mean_diff,ph_time_played_ratio_std_diff,ph_damage_per_min_ratio_min_diff,ph_damage_per_min_ratio_max_diff,ph_damage_per_min_ratio_mean_diff,ph_damage_per_min_ratio_std_diff,ph_assists_ratio_min_diff,ph_assists_ratio_max_diff,ph_assists_ratio_mean_diff,ph_assists_ratio_std_diff,ph_win_rate_ratio_min_diff,ph_win_rate_ratio_max_diff,ph_win_rate_ratio_mean_diff,ph_win_rate_ratio_std_diff
38846885,Y,-2253.0,-13239.0,-7213.733,-5318.267,-1.0,-5.0,-2.667,,-8.0,-39.0,-28.333,,-5.0,-35.0,-21.0,,-7.0,-75.0,-44.0,,169.675,-154.253,-23.247,,-669.0,-13959.0,-7849.0,,-0.103,-0.556,-0.33,,0.21,-0.192,-0.057,,-0.131,-3.821,-2.176,,0.159,-0.247,-0.095,,-0.338,-3.825,-2.079,,0.913,0.085,0.576,
38846972,N,1459.0,-12567.0,-3617.8,-5651.584,4.0,-1.0,2.2,,74.0,36.0,61.4,,40.0,-9.0,27.0,,37.0,-30.0,17.2,,280.746,-40.545,87.931,,10339.0,-4723.0,6358.6,,1.327,-0.273,0.712,,0.591,-1.468,-0.366,,2.721,-1.153,1.706,,0.179,-0.201,0.061,,1.449,-2.053,0.548,,1.251,-0.909,0.008,
38847221,N,-124.0,-4605.0,-2511.0,-4156.109,-2.0,0.0,-1.25,,-18.0,4.0,-6.0,,-24.0,-11.0,-14.5,,-41.0,-17.0,-28.75,,310.438,472.455,388.378,,-8521.0,-2180.0,-5580.75,,-0.494,1.372,0.592,,-1.027,3.562,0.196,,-2.128,-0.74,-1.46,,0.38,0.6,0.461,,-1.766,-0.718,-1.243,,-0.541,0.196,-0.264,
38847353,N,449.0,5744.0,2153.5,3909.138,2.0,-5.0,-1.2,,9.0,-51.0,-9.8,,0.0,-39.0,-12.8,,10.0,-75.0,-25.0,,527.944,-300.419,14.934,,426.0,-17149.0,-4824.8,,1.575,0.444,0.908,,0.155,-1.337,-0.305,,0.141,-3.88,-1.057,,0.284,-0.351,-0.028,,0.671,-3.256,-0.881,,1.874,-0.186,0.512,
38850023,N,303.0,4574.0,6867.333,1534.65,2.0,-3.0,-0.5,,11.0,-47.0,-18.0,,26.0,2.0,14.0,,18.0,-33.0,-7.5,,-163.273,-172.789,-168.031,,7324.0,-2911.0,2206.5,,-1.933,-6.333,-4.133,,1.969,1.738,1.853,,1.865,-0.423,0.721,,-0.112,-0.124,-0.118,,1.001,-1.105,-0.052,,0.824,-0.567,0.128,
38850320,N,-6148.0,-6191.0,-8356.2,-5269.405,-2.0,3.0,-0.5,,-40.0,-9.0,-31.0,,-26.0,-8.0,-17.5,,-50.0,10.0,-30.0,,-682.252,-85.318,-355.801,,-6148.0,5850.0,-2377.25,,-0.807,0.098,-0.32,,0.267,2.617,1.064,,-1.298,1.9,-0.331,,-1.002,-0.469,-0.7,,-1.657,1.359,-0.729,,-0.63,0.573,-0.115,
38850568,Y,-184.0,-5264.0,-3038.667,-2280.838,-1.0,1.0,0.0,,-12.0,30.0,2.667,,-5.0,8.0,-0.333,,-26.0,7.0,-8.667,,-762.257,249.193,-147.575,,-3537.0,3618.0,-773.0,,-0.25,1.25,0.5,,-0.265,0.039,-0.095,,-1.012,0.898,-0.284,,-0.792,0.077,-0.255,,-1.028,0.831,-0.268,,-0.027,0.777,0.479,
38850993,Y,4217.0,-9085.0,-1728.15,-5540.262,0.0,3.0,1.0,,-1.0,14.0,6.0,,2.0,43.0,16.333,,6.0,61.0,30.0,,-168.065,127.132,4.653,,260.0,7571.0,3495.0,,-1.142,-0.156,-0.632,,0.124,1.241,0.82,,0.114,1.777,0.853,,-0.011,0.129,0.074,,0.185,1.798,0.889,,0.0,1.224,0.408,
38852032,N,-3356.0,-18530.0,-11846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38852534,N,-5322.0,-3019.0,-4871.25,1589.719,1.0,-3.0,-0.667,,8.0,-50.0,-12.0,,6.0,-27.0,-8.333,,6.0,-61.0,-17.0,,756.957,503.369,596.595,,937.0,-12141.0,-3614.0,,1.117,-1.429,-0.178,,0.858,-2.209,-0.305,,0.387,-2.862,-0.776,,0.414,0.378,0.396,,0.545,-2.33,-0.445,,1.869,-0.171,0.873,
38852868,Y,-5764.0,-2183.0,-2640.0,2290.606,0.0,-6.0,-1.5,,2.0,-26.0,-9.75,,6.0,-40.0,-14.25,,3.0,-99.0,-25.5,,243.017,-394.307,-22.156,,245.0,-16563.0,-4644.25,,1.081,-3.65,-0.458,,0.57,-1.798,-0.482,,-0.006,-5.065,-1.379,,0.396,-0.362,0.075,,-0.163,-5.31,-1.563,,0.939,0.287,0.723,
38852993,N,12.0,8948.0,3782.75,3056.133,-1.0,4.0,1.333,,8.0,39.0,21.0,,-5.0,19.0,5.667,,12.0,59.0,30.667,,45.493,443.137,178.678,,510.0,6029.0,2949.0,,0.352,1.653,0.961,,-2.484,-1.833,-2.051,,0.052,1.487,0.676,,-0.036,0.46,0.254,,0.38,2.07,0.991,,-0.918,0.069,-0.404,
38853364,Y,4570.0,-1228.0,4105.0,-2036.89,1.0,7.0,3.6,,21.0,48.0,34.8,,7.0,72.0,32.8,,23.0,115.0,60.0,,513.808,845.478,668.317,,2236.0,18354.0,9662.4,,-1.315,3.5,-0.046,,-0.178,1.01,0.634,,0.563,5.513,2.603,,0.302,0.769,0.507,,0.963,5.849,3.004,,-1.066,-0.171,-0.613,
38854222,Y,-503.0,-229.0,-2555.533,-1002.318,-2.0,1.0,-1.25,,-10.0,3.0,-4.25,,-49.0,-29.0,-41.0,,-54.0,26.0,-27.5,,247.886,328.005,283.818,,-10347.0,-845.0,-6789.5,,0.343,1.141,0.654,,-3.608,-2.638,-2.99,,-2.734,-0.661,-1.89,,0.214,0.331,0.256,,-2.187,0.765,-1.17,,-0.631,0.294,-0.4,
38854553,N,2768.0,5121.0,3618.0,1723.217,5.0,3.0,4.0,,37.0,27.0,32.0,,27.0,22.0,24.5,,64.0,51.0,57.5,,419.434,277.462,348.448,,10333.0,7555.0,8944.0,,0.778,0.183,0.48,,-0.337,-1.444,-0.891,,2.765,1.965,2.365,,0.324,0.218,0.271,,3.928,3.025,3.477,,1.207,-0.043,0.582,
38854690,N,2789.0,4902.0,5150.667,-1485.872,-3.0,2.0,-1.333,,-58.0,-14.0,-42.0,,-66.0,-27.0,-46.333,,-47.0,78.0,0.667,,-310.759,537.924,63.238,,-13411.0,-1245.0,-8344.667,,-0.364,4.0,1.318,,-1.192,1.22,-0.073,,-3.466,-0.515,-2.238,,-0.344,0.307,-0.011,,-2.482,1.687,-0.896,,-0.262,1.236,0.479,
38855451,Y,2952.0,-13972.0,-3455.5,-6531.192,0.0,-6.0,-3.0,,-1.0,-51.0,-26.0,,23.0,-27.0,-2.0,,20.0,-93.0,-36.5,,585.689,310.151,447.92,,2591.0,-12327.0,-4868.0,,-0.611,-1.014,-0.813,,1.707,1.297,1.502,,1.043,-2.623,-0.79,,0.468,0.254,0.361,,1.14,-3.241,-1.05,,-0.495,-0.814,-0.654,
38855893,Y,5406.0,13628.0,6891.35,4367.311,-1.0,4.0,0.5,,-17.0,17.0,-1.75,,-29.0,-12.0,-18.75,,-22.0,72.0,20.0,,-283.78,358.906,-63.896,,-5838.0,6284.0,-1389.0,,0.078,8.133,2.971,,-1.393,-0.097,-0.953,,-1.284,1.565,-0.214,,-0.259,0.687,0.107,,-0.945,2.458,0.65,,-0.148,1.41,0.859,
38856631,Y,-4293.0,14302.0,2209.333,7763.767,-3.0,3.0,-0.75,,10.0,55.0,27.5,,-16.0,41.0,7.5,,-18.0,90.0,19.5,,-93.076,620.874,297.755,,-2689.0,13156.0,3333.25,,0.478,4.781,1.719,,-2.039,-1.009,-1.424,,-0.616,3.209,0.907,,-0.194,0.549,0.229,,-0.651,3.621,0.947,,-1.412,-0.805,-1.088,
38857843,N,-128.0,11502.0,2656.3,3772.125,-1.0,8.0,2.25,,1.0,84.0,40.75,,2.0,31.0,17.75,,-8.0,97.0,36.75,,-229.474,-61.816,-142.436,,-76.0,17987.0,7485.0,,-0.025,3.245,1.128,,-2.252,-0.482,-1.391,,0.06,4.77,1.879,,-0.087,0.224,0.047,,-0.339,3.854,1.544,,-2.152,-0.602,-1.295,
38858050,N,-384.0,5103.0,3479.4,3233.846,1.0,-3.0,-0.6,,38.0,-30.0,13.0,,31.0,14.0,21.4,,28.0,-19.0,8.0,,196.062,-486.665,-251.36,,9615.0,2785.0,6226.0,,-0.118,-2.991,-1.5,,0.89,0.377,0.664,,2.436,0.911,1.633,,-0.043,-0.859,-0.513,,1.376,-0.521,0.44,,-0.902,-1.485,-1.234,
38858065,Y,-284.0,13838.0,2947.333,1938.341,2.0,9.0,3.75,,37.0,83.0,49.5,,13.0,29.0,19.25,,29.0,105.0,62.0,,-167.658,-4.452,-112.305,,5944.0,18063.0,9233.75,,0.554,3.27,1.471,,-1.77,-0.92,-1.222,,1.251,4.71,2.202,,-0.09,0.221,0.05,,1.495,4.194,2.445,,0.735,1.55,1.041,
38858282,Y,-5406.0,-2756.0,-3548.833,-2745.319,-1.0,1.0,0.0,,-3.0,11.0,0.833,,-1.0,12.0,3.5,,-14.0,21.0,4.0,,-633.835,158.44,-204.223,,-1925.0,1898.0,441.667,,-1.241,1.571,-0.215,,-0.485,1.616,0.425,,-0.502,0.514,0.16,,-0.375,0.524,0.001,,-0.657,0.704,0.155,,-1.076,1.017,-0.241,
38858937,Y,-2111.0,-1700.0,-3969.95,-991.587,5.0,2.0,4.0,,64.0,42.0,56.333,,47.0,32.0,40.667,,99.0,70.0,86.0,,357.264,-5.062,182.445,,13595.0,9224.0,11980.0,,0.877,0.104,0.598,,0.306,-3.389,-1.718,,3.547,2.518,3.159,,0.37,-0.259,0.053,,5.134,4.233,4.722,,1.145,-0.385,0.635,
38859165,N,-198.0,30138.0,8958.0,11688.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38859288,N,7032.0,923.0,5043.0,-691.106,2.0,2.0,2.0,,22.0,22.0,22.0,,9.0,9.0,9.0,,44.0,44.0,44.0,,-64.225,-64.225,-64.225,,3174.0,3174.0,3174.0,,0.603,0.603,0.603,,-1.066,-1.066,-1.066,,0.857,0.857,0.857,,-0.029,-0.029,-0.029,,1.667,1.667,1.667,,0.682,0.682,0.682,
38860392,Y,2951.0,2910.0,757.967,128.892,1.0,-4.0,-0.667,,-13.0,-27.0,-18.0,,-15.0,-49.0,-28.667,,7.0,-62.0,-19.333,,86.387,-298.634,-93.792,,-1596.0,-8539.0,-4498.667,,0.816,0.413,0.621,,-0.28,-1.05,-0.614,,-0.474,-2.061,-1.084,,0.064,-0.294,-0.073,,-0.028,-2.628,-1.171,,1.059,-0.102,0.474,
38864731,N,1711.0,-2156.0,-4679.8,-242.024,2.0,-1.0,0.5,,35.0,-3.0,16.0,,19.0,6.0,12.5,,41.0,-4.0,18.5,,52.883,37.86,45.372,,3783.0,-3794.0,-5.5,,0.486,-0.248,0.119,,-0.141,-1.081,-0.611,,0.834,-1.195,-0.18,,0.155,0.146,0.15,,1.407,-1.294,0.057,,0.122,-0.126,-0.002,
38865725,Y,-461.0,4120.0,1748.5,122.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38866654,N,-3826.0,-2615.0,-8210.0,1535.87,1.0,-5.0,-2.0,,-9.0,-64.0,-36.75,,-2.0,-62.0,-30.25,,1.0,-150.0,-73.0,,-346.182,-471.692,-420.484,,-260.0,-15300.0,-8097.0,,0.385,-1.333,-0.367,,0.639,-0.919,0.11,,0.021,-3.526,-1.846,,-0.415,-0.622,-0.479,,-0.093,-4.963,-2.444,,1.047,-0.048,0.272,
38866794,N,-1574.0,-30568.0,-13582.2,-10986.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38867440,Y,-3799.0,-4357.0,-9575.417,264.493,0.0,-6.0,-3.0,,4.0,-51.0,-23.75,,10.0,-50.0,-18.25,,9.0,-142.0,-65.0,,10.372,-115.137,-63.929,,1984.0,-13056.0,-5853.0,,0.437,-1.281,-0.314,,0.561,-0.996,0.032,,0.672,-2.875,-1.195,,0.028,-0.179,-0.036,,0.256,-4.613,-2.094,,0.0,-1.095,-0.774,
38868756,Y,-5626.0,-19629.0,-9829.6,-5170.883,-1.0,-11.0,-6.0,,-33.0,-181.0,-107.0,,-31.0,-145.0,-88.0,,-49.0,-166.0,-107.5,,106.844,-144.383,-18.77,,-11225.0,-33271.0,-22248.0,,0.617,0.614,0.616,,-0.431,-0.541,-0.486,,-2.991,-9.614,-6.302,,0.061,-0.288,-0.114,,-2.744,-7.651,-5.198,,1.176,0.651,0.913,
38869433,N,5014.0,10235.0,7630.333,1921.056,-1.0,5.0,2.2,,-4.0,63.0,28.8,,-2.0,49.0,17.2,,-17.0,115.0,41.2,,-903.988,-159.373,-452.722,,-77.0,14661.0,6555.8,,-0.583,2.0,0.533,,-0.955,4.153,0.512,,-0.007,3.291,1.616,,-0.873,-0.105,-0.397,,-0.731,4.706,1.756,,-1.948,-0.072,-0.838,
38872017,Y,59.0,3093.0,2682.083,783.347,-5.0,0.0,-3.25,,-47.0,3.0,-33.25,,-51.0,-22.0,-42.5,,-86.0,-16.0,-62.0,,-429.022,1.21,-246.619,,-14533.0,-5810.0,-12217.5,,-0.195,0.697,0.108,,-0.561,1.052,0.143,,-3.219,-1.0,-2.643,,-0.363,-0.234,-0.308,,-3.138,0.073,-2.151,,-0.925,1.174,0.545,
38873624,Y,1342.0,1165.0,-3215.2,-630.714,2.0,2.0,2.0,,28.0,-31.0,7.667,,22.0,6.0,13.333,,25.0,14.0,19.333,,304.895,-248.81,42.295,,4817.0,-413.0,3054.333,,0.768,-1.721,-0.159,,1.067,-2.828,-0.814,,1.351,0.179,0.907,,0.263,-0.386,-0.029,,1.448,0.711,1.201,,0.684,0.078,0.322,
38874689,Y,12971.0,14254.0,15759.167,-1583.77,2.0,7.0,3.75,,0.0,27.0,17.0,,-12.0,35.0,7.5,,13.0,88.0,42.5,,-157.426,110.155,-68.751,,-1864.0,8135.0,3056.25,,0.139,0.889,0.57,,-1.51,-0.191,-0.843,,-0.701,1.717,0.64,,-0.078,0.276,0.047,,0.214,3.287,1.783,,1.125,1.94,1.52,
38874731,N,5328.0,-3755.0,1463.0,-3104.999,0.0,-3.0,-1.75,,14.0,-38.0,-8.0,,26.0,-3.0,11.75,,19.0,-75.0,-18.5,,3.638,-297.449,-127.842,,6609.0,-4851.0,1154.5,,-0.239,-1.605,-0.77,,1.874,0.33,1.188,,1.884,-1.031,0.376,,-0.032,-0.396,-0.248,,1.196,-2.021,-0.372,,0.0,-2.218,-0.903,
38874864,Y,-2167.0,1173.0,-2582.8,1058.809,-1.0,0.0,-0.5,,-3.0,3.0,0.0,,-1.0,5.0,2.0,,9.0,25.0,17.0,,-311.355,106.882,-102.237,,320.0,801.0,560.5,,-3.643,7.5,1.929,,-0.23,1.084,0.427,,0.149,0.17,0.159,,-0.384,0.5,0.058,,0.477,0.837,0.657,,-2.061,-0.073,-1.067,
38875017,Y,6540.0,18382.0,11361.417,3443.418,2.0,11.0,4.75,,19.0,94.0,53.75,,3.0,123.0,43.25,,28.0,254.0,100.0,,-308.424,512.896,112.783,,4425.0,31183.0,13625.25,,-0.543,2.111,0.64,,-0.915,-0.055,-0.609,,0.988,7.579,3.272,,-0.133,0.637,0.253,,1.243,10.179,4.179,,0.737,1.962,1.18,
38875888,Y,6645.0,25009.0,12461.85,8743.874,4.0,11.0,7.5,,36.0,98.0,67.0,,16.0,121.0,68.5,,77.0,255.0,166.0,,213.028,645.167,429.098,,7127.0,30880.0,19003.5,,0.291,1.167,0.729,,-2.12,-1.738,-1.929,,1.747,7.522,4.634,,0.303,0.433,0.368,,3.573,10.262,6.917,,1.25,1.722,1.486,
38876379,N,-1561.0,-23668.0,-8907.733,-7634.019,-3.0,-7.0,-4.667,,-27.0,-77.0,-54.333,,1.0,-24.0,-15.667,,-36.0,-155.0,-89.0,,-3.392,-304.966,-191.314,,-3321.0,-14575.0,-8338.667,,-1.175,-1.833,-1.544,,2.432,2.04,2.255,,-0.783,-3.459,-1.978,,-0.288,-0.341,-0.322,,-1.223,-5.158,-2.947,,-1.051,-1.471,-1.304,
38876662,Y,-652.0,-2037.0,-5021.567,129.299,2.0,-2.0,0.0,,12.0,-101.0,-30.2,,21.0,-15.0,3.0,,38.0,-26.0,7.8,,-310.438,-1032.812,-681.166,,9194.0,-3642.0,2424.8,,-0.225,-2.013,-0.983,,1.086,0.196,0.839,,2.274,-1.063,0.583,,-0.38,-1.248,-0.816,,1.611,-1.832,0.007,,0.541,-1.619,-0.413,
38877091,N,-224.0,-2574.0,-1825.2,-1655.163,-1.0,0.0,-0.333,,-2.0,19.0,7.667,,5.0,26.0,13.333,,4.0,32.0,15.333,,37.61,213.295,112.438,,116.0,4052.0,2401.667,,-1.066,-0.772,-0.936,,0.324,0.949,0.666,,0.073,1.016,0.618,,-0.237,0.146,0.014,,0.37,1.139,0.665,,-1.564,-0.065,-0.862,
38877887,Y,-2025.0,5898.0,-508.1,3940.891,0.0,-2.0,-0.8,,-2.0,-19.0,-9.6,,-3.0,-29.0,-12.8,,2.0,-32.0,-14.6,,1053.158,486.354,897.043,,200.0,-6100.0,-2710.2,,1.382,-0.125,0.672,,-0.131,-1.669,-0.579,,0.055,-1.749,-0.737,,1.161,0.78,1.02,,0.101,-1.582,-0.73,,0.0,-2.218,-0.735,
38880981,Y,185.0,-3199.0,-1541.5,-974.948,0.0,-4.0,-1.333,,8.0,-38.0,-10.667,,2.0,-1.0,0.333,,5.0,-50.0,-19.667,,40.238,-523.045,-311.971,,1784.0,-6103.0,-1586.333,,0.727,-3.098,-0.925,,1.821,-13.22,-3.438,,0.527,-1.59,-0.365,,-0.013,-0.607,-0.407,,0.253,-2.871,-1.027,,0.0,-1.287,-0.429,
38882249,Y,-3301.0,1394.0,-2271.667,1157.084,2.0,2.0,2.0,,24.0,24.0,24.0,,-18.0,-18.0,-18.0,,0.0,0.0,0.0,,253.418,253.418,253.418,,1914.0,1914.0,1914.0,,3.15,3.15,3.15,,-1.364,-1.364,-1.364,,0.732,0.732,0.732,,0.34,0.34,0.34,,0.816,0.816,0.816,,0.508,0.508,0.508,
38883148,Y,1366.0,-2715.0,2049.0,-2088.435,-1.0,1.0,0.0,,5.0,38.0,17.0,,13.0,44.0,23.667,,24.0,28.0,26.0,,-511.56,393.195,-101.569,,3411.0,10557.0,6021.667,,-6.043,-3.312,-4.885,,0.352,3.199,1.696,,0.862,2.887,1.592,,-0.738,0.249,-0.282,,1.036,1.534,1.299,,-2.094,-0.844,-1.575,
38883872,N,345.0,-6028.0,-2130.667,-1108.148,0.0,-3.0,-1.0,,6.0,-24.0,-4.833,,6.0,-4.0,2.0,,-4.0,-18.0,-9.833,,619.985,-145.843,265.939,,443.0,-2584.0,-1028.0,,0.792,-4.792,-1.726,,1.872,-12.462,-0.879,,0.262,-0.559,-0.161,,0.464,-0.21,0.16,,-0.097,-0.919,-0.405,,0.0,-2.061,-1.154,
38884009,N,7529.0,16225.0,8734.6,4127.027,-1.0,-3.0,-1.75,,-2.0,-19.0,-8.25,,0.0,-15.0,-6.5,,3.0,-39.0,-15.0,,-48.794,-759.782,-339.847,,606.0,-4787.0,-1736.75,,0.078,-0.697,-0.298,,0.619,-0.612,0.123,,0.075,-1.273,-0.467,,-0.057,-0.847,-0.37,,0.147,-1.519,-0.571,,-0.654,-1.931,-1.524,
38886453,Y,-7147.0,-5085.0,-5386.75,1198.829,-2.0,-5.0,-3.0,,-15.0,-47.0,-26.0,,4.0,-18.0,-6.0,,-8.0,-47.0,-30.667,,-290.07,-459.254,-389.226,,-3270.0,-8882.0,-5329.0,,-1.208,-4.125,-2.351,,7.788,6.937,7.296,,-0.755,-2.408,-1.371,,-0.34,-0.449,-0.41,,-0.464,-2.457,-1.362,,-1.226,-1.562,-1.419,
38886791,Y,1657.0,-4957.0,-189.533,-1453.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38889410,Y,-206.0,14795.0,6247.333,5504.314,0.0,2.0,0.75,,1.0,14.0,4.75,,-1.0,10.0,2.25,,-6.0,18.0,6.5,,105.288,475.111,273.358,,-259.0,3377.0,745.0,,0.167,0.5,0.329,,-0.274,0.445,0.018,,-0.051,0.911,0.225,,0.142,0.454,0.258,,-0.256,1.123,0.368,,0.0,2.094,0.845,
38889542,N,-3080.0,-14997.0,-6244.0,-7435.862,-1.0,-3.0,-2.0,,5.0,-33.0,-14.0,,-4.0,-16.0,-10.0,,-6.0,-64.0,-35.0,,422.338,228.674,325.506,,-2095.0,-7766.0,-4930.5,,0.794,-0.199,0.298,,-0.138,-1.022,-0.58,,-0.541,-2.603,-1.572,,0.708,0.55,0.629,,-0.233,-3.744,-1.988,,-0.018,-0.258,-0.138,
38889774,Y,3769.0,24544.0,8967.833,7689.903,-2.0,4.0,0.25,,-18.0,33.0,13.5,,4.0,38.0,21.5,,-17.0,82.0,25.25,,-775.264,160.675,-368.89,,-1471.0,13109.0,5102.5,,-9.333,-7.658,-8.287,,0.649,11.062,3.489,,-0.527,3.36,1.232,,-0.773,0.26,-0.334,,-0.91,4.159,1.258,,-1.869,-0.619,-1.197,
38890511,N,1658.0,3683.0,3712.433,659.653,-2.0,-1.0,-1.5,,-17.0,2.0,-8.75,,0.0,22.0,10.0,,-8.0,20.0,6.0,,-346.302,189.566,-188.722,,-1674.0,2686.0,456.75,,-3.1,-2.35,-2.72,,0.73,3.029,1.676,,-0.441,0.571,0.088,,-0.331,0.142,-0.191,,-0.205,0.919,0.354,,-1.962,-0.988,-1.561,
38890589,Y,5669.0,6379.0,1751.0,-957.208,-3.0,2.0,-1.0,,-39.0,9.0,-18.4,,-40.0,-11.0,-26.8,,-43.0,38.0,-8.0,,-357.714,-154.195,-231.437,,-9540.0,1983.0,-3669.2,,-0.7,0.833,0.029,,-0.698,10.424,1.857,,-2.099,0.666,-0.752,,-0.263,-0.033,-0.15,,-1.725,1.147,-0.374,,-0.835,0.566,-0.155,
38892225,Y,7523.0,7774.0,9521.65,339.41,-1.0,0.0,-0.5,,-18.0,-14.0,-16.0,,0.0,9.0,4.5,,-1.0,4.0,1.5,,-391.558,-331.103,-361.331,,-2282.0,-1756.0,-2019.0,,-2.652,-2.0,-2.326,,2.023,23.72,12.872,,-0.495,-0.345,-0.42,,-0.53,-0.476,-0.503,,-0.048,0.203,0.078,,-1.101,0.773,-0.164,
38892793,N,-5157.0,-1594.0,-3896.15,2518.365,-1.0,-4.0,-2.75,,-7.0,-25.0,-18.5,,-8.0,-22.0,-12.75,,-16.0,-37.0,-28.75,,-46.503,-650.322,-301.89,,-1323.0,-4868.0,-3260.25,,-0.119,-1.119,-0.581,,1.341,0.168,0.8,,-0.259,-1.271,-0.789,,-0.108,-0.771,-0.398,,-0.821,-1.38,-1.155,,-1.101,-1.838,-1.53,
38894245,Y,-3036.0,-171.0,-1895.333,-107.804,-8.0,-6.0,-7.2,,-39.0,-19.0,-28.6,,-47.0,-25.0,-37.6,,-116.0,-78.0,-103.6,,-201.301,-3.871,-108.322,,-18698.0,-13512.0,-16573.2,,-0.24,0.693,0.237,,-0.721,0.5,-0.08,,-5.524,-4.294,-4.984,,-0.158,0.284,0.036,,-5.866,-4.365,-5.435,,-1.279,0.881,-0.533,
38899538,Y,2383.0,-9663.0,3559.633,-5469.742,-10.0,-10.0,-10.0,,-96.0,-73.0,-87.333,,-126.0,-111.0,-119.667,,-244.0,-226.0,-237.0,,-164.886,273.093,87.827,,-31210.0,-27515.0,-29298.0,,0.209,2.709,1.013,,-0.943,0.185,-0.274,,-7.659,-6.689,-7.168,,-0.243,0.169,-0.029,,-9.676,-9.077,-9.47,,-0.521,0.624,-0.141,
38900433,N,-3605.0,-3415.0,-1427.0,139.934,3.0,0.0,1.333,,31.0,9.0,22.667,,3.0,-10.0,-1.333,,43.0,-14.0,16.333,,261.601,-172.606,103.637,,5816.0,-89.0,3282.333,,3.167,2.579,2.804,,-0.401,-1.395,-0.953,,1.166,-0.183,0.621,,0.236,-0.06,0.112,,1.546,-0.697,0.539,,1.11,-0.989,-0.129,
38903413,N,3986.0,1346.0,719.2,-802.164,1.0,-4.0,-1.0,,45.0,22.0,35.0,,-10.0,-51.0,-28.333,,-8.0,-72.0,-31.333,,800.212,362.171,591.866,,-1474.0,-8738.0,-4202.0,,9.482,9.167,9.35,,-1.102,-1.983,-1.628,,-0.556,-2.016,-1.052,,0.789,0.517,0.652,,-0.392,-2.461,-1.198,,0.596,-0.066,0.286,
38904174,Y,-4818.0,2785.0,-1876.083,4091.102,2.0,-4.0,0.0,,12.0,-16.0,-0.5,,20.0,-27.0,4.0,,19.0,-58.0,-5.25,,188.858,-217.597,82.313,,2558.0,-6344.0,-760.75,,0.082,-0.933,-0.319,,0.958,-0.185,0.376,,0.689,-1.433,-0.181,,0.209,-0.1,0.108,,0.975,-1.72,0.155,,0.773,-0.416,0.137,
38905067,N,-9371.0,-890.0,-4046.533,2599.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38905316,Y,-1785.0,10348.0,3876.0,4023.751,0.0,2.0,1.0,,-2.0,22.0,9.5,,3.0,22.0,12.75,,-1.0,29.0,14.0,,-393.008,273.083,6.644,,-379.0,6474.0,2404.75,,-1.19,0.0,-0.454,,-0.458,10.023,2.367,,-0.142,1.697,0.59,,-0.408,0.638,0.098,,-0.021,1.123,0.643,,0.0,2.061,0.943,
